id,timestamp,x,y
0,0.0,2515.017761897905,5943.303829419972
0,15159.87119952808,2515.017761897905,5943.303829419972
0,15160.87119952808,1050.7583702755198,5213.954712744688
0,15162.940103425062,1050.7583702755198,5213.954712744688
0,15163.940103425062,5913.010027702,4733.268918872835
0,15168.306261717964,5913.010027702,4733.268918872835
0,15169.306261717964,872.3012016440523,5610.814416983642
0,15174.851508814958,872.3012016440528,5610.814416983642
0,15175.851508814958,2360.4817240194693,6537.79342739781
0,15176.952043570582,2360.481724019469,6537.79342739781
0,15177.952043570582,804.516769230027,5561.494488911169
0,15186.175872521282,804.516769230027,5561.494488911169
0,15187.175872521282,997.5319753734228,5174.142476611303
0,15216.919442603084,997.5319753734228,5174.142476611303
0,15217.919442603084,572.9896324360689,5014.022921862761
0,15227.276684548706,572.9896324360689,5014.022921862761
0,15228.276684548706,487.96735262376126,5224.011328493822
0,18006.79094648967,487.96735262376126,5224.011328493822
0,18007.79094648967,919.4711040086166,5013.689692452016
0,18030.758707410805,919.4711040086166,5013.689692452016
0,18031.758707410805,9750.822490565277,8779.111506627809
0,18038.878535252403,9750.822490565277,8779.111506627809
0,18039.878535252403,909.5519886561664,6112.260400334203
0,18612.19708277168,909.5519886561666,6112.260400334203
0,18613.19708277168,2974.5894476038525,3091.131430056538
0,18850.17578358876,2974.5894476038525,3091.131430056538
0,18851.17578358876,1128.3265667629748,5379.262280887035
0,18853.24620965504,1128.3265667629748,5379.262280887035
0,18854.24620965504,699.797594060161,5251.118161051675
0,18856.607570307588,699.797594060161,5251.118161051675
0,18857.607570307588,1540.800842911162,5728.799664252231
0,18859.656773069997,1540.800842911162,5728.799664252231
0,18860.656773069997,433.3026469913028,5007.771105621089
0,18865.005069627663,433.3026469913028,5007.771105621089
0,18866.005069627663,983.8222167326496,5350.951884007907
0,18867.190278473317,983.8222167326496,5350.951884007907
0,18868.190278473317,888.6591479785156,6326.325278075586
0,18876.15849560744,888.6591479785156,6326.325278075586
0,18877.15849560744,717.0481294950606,4993.408481687451
0,18887.159231455156,717.0481294950606,4993.408481687451
0,18888.159231455156,1821.9133351019332,6777.562507789427
0,19059.67457684321,1821.9133351019336,6777.562507789427
0,19060.67457684321,1020.0266101364916,5171.014881815037
0,19116.2097831615,1020.0266101364916,5171.014881815037
0,19117.2097831615,2768.5453295848133,8070.031221885493
0,19124.81220701902,2768.5453295848133,8070.031221885493
0,19125.81220701902,212.2504122764912,5791.383244753377
0,19467.32675794724,212.2504122764911,5791.383244753377
0,19468.32675794724,894.2451063610258,5289.81009505499
0,19487.40697809913,894.2451063610258,5289.81009505499
0,19488.40697809913,1014.5342731702292,5149.152956736463
0,19492.62575315069,1014.5342731702292,5149.152956736463
0,19493.62575315069,2484.20900140361,5102.416128162871
0,19495.55998146332,2484.20900140361,5102.416128162871
0,19496.55998146332,3366.849739746379,5154.494384062296
0,19498.555699025987,3366.849739746379,5154.494384062296
0,19499.555699025987,5511.934530511126,917.2768587917778
0,19556.05184860261,5511.934530511126,917.276858791778
0,19557.05184860261,2746.881777690359,1669.9449721952517
0,19559.201551761213,2746.881777690359,1669.9449721952517
0,19560.201551761213,1799.294810010725,3061.671187928164
0,24416.466161232154,1799.294810010725,3061.671187928164
0,24417.466161232154,2563.455197190745,6018.539861867608
0,24421.96495769942,2563.455197190745,6018.539861867608
0,24422.96495769942,1040.2639755455336,5439.168463419025
0,24424.905469994454,1040.2639755455336,5439.168463419025
0,24425.905469994454,5070.464558226492,558.4619657386575
0,25123.87510628932,5070.46455822649,558.4619657386577
0,25124.87510628932,5350.694487845991,1689.857371261128
0,25126.38436484944,5350.694487845991,1689.857371261128
0,25127.38436484944,2522.065366573303,5928.415648569957
0,25135.83570823644,2522.065366573303,5928.415648569957
0,25136.83570823644,160.33299509325667,4471.511772224761
0,25151.062150881236,160.33299509325678,4471.511772224761
0,25152.062150881236,184.0059026723841,4316.729944128721
0,25154.410374284216,184.0059026723841,4316.729944128721
0,25155.410374284216,282.7478600528473,4625.55068313571
0,25163.30890842688,282.7478600528473,4625.55068313571
0,25164.30890842688,1233.0031034309268,6466.510210088765
0,25245.38826676954,1233.0031034309268,6466.510210088765
0,25246.38826676954,26.67732915778126,6059.2951427030775
0,25248.075733992133,26.677329157781195,6059.2951427030775
0,25249.075733992133,1188.14620056067,5203.800777031283
0,25251.66682097295,1188.14620056067,5203.800777031283
0,25252.66682097295,7554.057834345227,5476.020120270835
0,25254.746477346616,7554.057834345227,5476.020120270835
0,25255.746477346616,286.35721209479,4448.710054353805
0,25266.32850705576,286.3572120947899,4448.710054353805
0,25267.32850705576,2500.013533904802,5953.358528337365
0,25283.962598101727,2500.013533904802,5953.358528337365
0,25284.962598101727,2007.799299223013,5437.634331561148
0,241284.96259810173,2007.799299223013,5437.634331561148
0,241285.96259810173,2052.0320621025426,5319.14658873276
0,241309.33616798327,2052.0320621025426,5319.14658873276
0,241310.33616798327,890.9602304766586,6137.203075647039
0,241314.9752527309,890.9602304766586,6137.203075647039
0,241315.9752527309,2677.608723920356,1438.902172034971
0,241317.15304113863,2677.608723920356,1438.902172034971
0,241318.15304113863,1100.2257369670758,4976.896111196267
0,241325.37971408415,1100.2257369670758,4976.896111196267
0,241326.37971408415,6316.199335716387,6218.508375342585
0,241331.84846897708,6316.199335716387,6218.508375342585
